文本内容,识别结果,风险原因
37926,拒绝,党员队伍:政治;党员队伍:政治;党员:政治;政治:政治;政治:政治;党员:政治;党员:政治;党员:政治;党员:政治
37927,拒绝,国家发展和改革委员会:政治
37928,拒绝,统战:政治;统战:政治
37929,通过,NA
37930,通过,NA
37931,拒绝,人权:政治
37932,通过,NA
37933,通过,NA
37934,拒绝,人大代表:政治;地方政府:政治
37935,通过,NA
37936,拒绝,政府:政治
37937,拒绝,政府:政治
37938,通过,NA
37939,拒绝,人大代表:政治;镇政府:政治;人大代表:政治;政协:政治
37940,拒绝,毛泽东思想:政治;中国特色:政治;社会主义:政治
37941,拒绝,中华人民共和国:政治
37942,拒绝,政府:政治;政府:政治;政府:政治
37943,拒绝,公安机关:政治;公安:政治;政府:政治;中国公安部:政治
37944,拒绝,社会主义:政治;社会主义:政治;政治:政治
37945,拒绝,政治:政治;政治:政治
37946,拒绝,性:色情
37947,通过,NA
37948,通过,NA
37949,通过,NA
37950,拒绝,性:色情;政府:政治;康生:政治
37951,通过,NA
37952,通过,NA
37953,通过,NA
37954,拒绝,抢劫:暴恐违禁;政府:政治
37955,拒绝,习近平:政治;中国特色:政治;社会主义:政治
37956,拒绝,性:色情
37957,通过,NA
37958,拒绝,习近平:政治
37959,通过,NA
37960,拒绝,政治:政治
37961,拒绝,政府:政治
37962,拒绝,国家知识产权局:政治;国家知识产权局:政治;知识产权局:政治;知识产权局:政治
37963,通过,NA
37964,通过,NA
37965,拒绝,民主:政治;中国共产党:政治
37966,通过,NA
37967,拒绝,政治:政治
37968,拒绝,文化大革命:政治
37969,拒绝,党员:政治;政治:政治;党员:政治;政治:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;习党:政治
37970,通过,NA
37971,通过,NA
37972,通过,NA
37973,拒绝,政府:政治
37974,拒绝,性:色情;政治:政治;性:色情
37975,通过,NA
37976,通过,NA
37977,拒绝,共产党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员:政治;共产党员:政治;党员:政治;党员:政治;党员:政治;政治:政治;党员:政治;党员:政治;党员:政治;性:色情;党员:政治;党员:政治;马列主义:政治;毛泽东思想:政治;中国特色:政治;社会主义:政治;中国梦:政治;党员:政治;党员:政治;性学:色情;习平:政治;习党:政治
37978,拒绝,预备党员:政治;预备党员:政治;政治素质:政治;党员:政治
37979,通过,NA
37980,通过,NA
37981,通过,NA
37982,通过,NA
37983,拒绝,人民政府:政治
37984,通过,NA
37985,通过,NA
37986,拒绝,政协:政治;政协:政治;政协:政治;政协:政治;政治协商:政治;民主监督:政治;政协:政治;政治:政治;政协:政治;政协:政治;政协:政治;政府:政治;政协:政治;政府:政治;政府:政治;政协:政治;政府:政治;政协:政治;政府:政治;政府:政治;政协:政治;民主监督:政治;政府:政治;政府:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政协:政治;政府:政治;政协:政治;政协:政治
37987,拒绝,重大事件:政治
37988,通过,NA
37989,拒绝,舆论:政治;政治:政治
37990,通过,NA
37991,拒绝,在政治上:政治;政治:政治
37992,拒绝,求欢:色情
37993,通过,NA
37994,拒绝,吗的:谩骂
37995,拒绝,毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;大麻:暴恐违禁;大麻:暴恐违禁;毒品:暴恐违禁;甲基苯丙胺:暴恐违禁;mdma:暴恐违禁;麻黄素:暴恐违禁;芬太尼:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;毒品:暴恐违禁;麻醉药:暴恐违禁;麻醉药:暴恐违禁;制毒:暴恐违禁
37996,通过,NA
37997,通过,NA
37998,通过,NA
37999,拒绝,政府:政治
38000,拒绝,政治:政治
38001,通过,NA
38002,拒绝,做爱:色情
38003,拒绝,公安:政治
38004,拒绝,政府:政治;党和政府:政治;政府:政治
38005,通过,NA
38006,拒绝,地缘政治:政治
38007,拒绝,自杀:不良价值观
38008,拒绝,杀死:暴恐违禁;中国特色:政治;去死:谩骂
38009,通过,NA
38010,拒绝,政治:政治;政治:政治
38011,通过,NA
38012,通过,NA
38013,通过,NA
38014,拒绝,中国梦:政治
38015,通过,NA
38016,通过,NA
38017,通过,NA
38018,通过,NA
38019,拒绝,右丙氧芬:暴恐违禁
38020,拒绝,素人:色情;性事:色情
38021,拒绝,政府:政治;性:色情
38022,拒绝,政府:政治
38023,拒绝,教育部:政治
38024,通过,NA
38025,通过,NA
38026,拒绝,公开信:政治
38027,通过,NA
38028,拒绝,党员:政治;党员:政治;党员:政治;党员:政治;某党:政治
38029,通过,NA
38030,拒绝,中华人民共和国:政治
38031,通过,NA
38032,拒绝,风水:不良价值观;一带一路:政治
38033,通过,NA
38034,拒绝,翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;vpn:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;ultrasurf:政治;翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁
38035,通过,NA
38036,拒绝,党员:政治;党员队伍:政治;党员队伍:政治;政治:政治;党员:政治;党员队伍:政治;党员队伍:政治;党员:政治;民主生活会:政治;党员:政治;党员:政治;党员:政治;党员:政治
38037,拒绝,中华人民共和国:政治
38038,通过,NA
38039,拒绝,公安局:政治
38040,拒绝,改革历程:政治
38041,拒绝,口交:色情
38042,通过,NA
38043,通过,NA
38044,通过,NA
38045,通过,NA
38046,拒绝,政府:政治
38047,拒绝,政府:政治
38048,通过,NA
38049,拒绝,民主:政治
38050,拒绝,政府:政治
38051,通过,NA
38052,通过,NA
38053,拒绝,习近平:政治
38054,拒绝,科学发展观:政治;领导干部:政治;习平:政治
38055,通过,NA
38056,通过,NA
38057,通过,NA
38058,拒绝,政府:政治;政府:政治
38059,通过,NA
38060,拒绝,政府职能:政治
38061,拒绝,人民大众:政治;毛泽东思想:政治;邓小平理论:政治;三个代表:政治;科学发展观:政治;十九大:政治;广大党员:政治;党员队伍:政治;政治:政治;党员队伍:政治;党员:政治;党员:政治;党员:政治;党员:政治;党员队伍:政治;中国梦:政治
38062,通过,NA
38063,通过,NA
38064,通过,NA
38065,拒绝,习大大:政治
38066,通过,NA
38067,通过,NA
38068,拒绝,水利部:政治;腐败:政治
38069,拒绝,政治:政治
38070,拒绝,政府:政治
38071,通过,NA
38072,拒绝,毛泽东:政治
38073,拒绝,政府:政治;政府:政治;政府:政治
38074,拒绝,阳痿:色情;早泄:色情;性功能:色情
38075,通过,NA
38076,拒绝,教育部:政治
38077,通过,NA
38078,通过,NA
38079,拒绝,政治素质:政治;党员:政治
38080,通过,NA
38081,拒绝,解放军:政治;解放军部队:政治
38082,通过,NA
38083,通过,NA
38084,通过,NA
38085,通过,NA
38086,拒绝,党员个人:政治;党员:政治;党员:政治;政治:政治;党员:政治;党员:政治;党员:政治
38087,拒绝,政府:政治
38088,通过,NA
38089,拒绝,小姐:色情
38090,拒绝,翻墙:暴恐违禁;翻墙:暴恐违禁;翻墙:暴恐违禁;vpn:暴恐违禁;翻墙:暴恐违禁
38091,拒绝,维权:政治
38092,通过,NA
38093,通过,NA
38094,拒绝,发生关系:色情
38095,通过,NA
38096,拒绝,镇压:政治;书记:政治;书记:政治
38097,拒绝,中国政府:政治
38098,通过,NA
38099,通过,NA
38100,拒绝,二十大:政治;中国特色:政治;社会主义:政治;中国特色:政治;社会主义:政治;广大党员:政治;政治:政治;习近平:政治;总书记:政治;党中央:政治;政治:政治;政治:政治;政治:政治;政治:政治;政治责任:政治;中国特色:政治;社会主义:政治;社会主义:政治;中国梦:政治;反腐:政治
38101,通过,NA
38102,通过,NA
38103,拒绝,罢工:政治;罢工:政治;言论自由:政治;政治:政治;吸毒:暴恐违禁;中国政府:政治;吸毒:暴恐违禁;吸毒:暴恐违禁;人权:政治;中出:色情;人权:政治;暴力犯罪:政治
38104,拒绝,法轮功:政治;政府:政治;法轮功:政治;镇压:政治;法轮功:政治;镇压:政治;法轮功:政治;贪污:政治;地方政府:政治;贪污:政治;学生事件:政治;地方政府:政治;言论自由:政治;警察:暴恐违禁;政府:政治;地方政府:政治;人权:政治;言论自由:政治;地方政府:政治;人权:政治
38105,通过,NA
38106,拒绝,一带一路:政治;香港政府:政治
38107,通过,NA
38108,拒绝,维权:政治
38109,拒绝,政府:政治
38110,拒绝,山西省人民政府:政治
38111,拒绝,广东政府:政治
38112,拒绝,政府:政治
38113,拒绝,政府:政治
38114,通过,NA
38115,拒绝,政治:政治;权钱交易:政治;贪污:政治;腐败:政治;政治:政治;政府:政治;小便:色情;腐败:政治;中出:色情
38116,拒绝,党员:政治
38117,通过,NA
38118,通过,NA
38119,拒绝,政治:政治
38120,通过,NA
38121,拒绝,广东政府:政治
38122,通过,NA
38123,通过,NA
38124,通过,NA
38125,拒绝,政府:政治
38126,拒绝,中国特色:政治;社会主义:政治
38127,通过,NA
38128,拒绝,警匪:政治
38129,拒绝,维权:政治;中出:色情
38130,拒绝,黄色:色情
38131,拒绝,政府:政治;中华人民共和国:政治
38132,通过,NA
38133,通过,NA
38134,拒绝,重大事件:政治;群体性事件:政治;骚乱:政治
38135,拒绝,民主:政治;自由民主:政治;民主:政治
38136,拒绝,干死:谩骂
38137,拒绝,领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治;领导干部:政治
38138,通过,NA
38139,拒绝,政府:政治
38140,通过,NA
38141,拒绝,政府:政治
38142,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
38143,拒绝,法论:政治
38144,拒绝,民主:政治
38145,拒绝,习参加:政治
38146,通过,NA
38147,拒绝,政府:政治
38148,拒绝,四风:政治;政治:政治;政治:政治;反腐:政治;反腐:政治;反腐:政治
38149,拒绝,康生:政治
38150,通过,NA
38151,通过,NA
38152,拒绝,政府:政治
38153,拒绝,领导干部:政治;领导干部:政治;舆论引导:政治;广大党员:政治
38154,拒绝,民主权利:政治;一言堂:政治
38155,拒绝,市政府:政治
38156,通过,NA
38157,拒绝,共产党员:政治;共产党员:政治;共产党人:政治;共产党员:政治;中国特色:政治;社会主义:政治;毛泽东:政治;共产党员:政治
38158,拒绝,政治:政治;重大事件:政治;政治:政治
38159,拒绝,政治:政治
38160,拒绝,小熊维尼:政治;小熊维尼:政治;性:色情
38161,拒绝,公安:政治;公安机关:政治;公安机关:政治;公安:政治;公安机关:政治
38162,拒绝,市政府:政治;政治:政治;市政府:政治
38163,拒绝,书记:政治;政府:政治
38164,通过,NA
38165,通过,NA
38166,拒绝,区政府:政治
38167,通过,NA
38168,通过,NA
38169,通过,NA
38170,拒绝,做爱:色情
38171,通过,NA
38172,拒绝,人民政府:政治
38173,通过,NA
38174,通过,NA
38175,通过,NA
38176,拒绝,政府:政治;政府:政治;政府:政治;政府:政治;政府:政治
38177,拒绝,网信办:政治;国家文物局:政治;网信办:政治;网信办:政治;国家文物局:政治;人民日报社:政治;网信办:政治
38178,拒绝,政府:政治;发改委:政治
38179,通过,NA
38180,通过,NA
38181,拒绝,针孔:色情;针孔:色情
38182,拒绝,人民政府:政治
38183,通过,NA
38184,拒绝,政府:政治;政府:政治;政府:政治
38185,通过,NA
38186,拒绝,社会主义:政治;党员:政治;党员:政治;党员:政治;社会主义:政治
38187,拒绝,政府:政治
38188,通过,NA
38189,拒绝,中华人民共和国:政治;中华人民共和国:政治
38190,拒绝,政府:政治
38191,通过,NA
38192,通过,NA
38193,通过,NA
38194,通过,NA
38195,拒绝,黄色:色情;黄色:色情
38196,通过,NA
38197,拒绝,暴力行为:政治;暴力行为:政治
38198,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治
38199,拒绝,维吾尔:政治
38200,通过,NA
38201,通过,NA
38202,拒绝,性:色情;勃起:色情;性无能:色情
38203,拒绝,习近平:政治;总书记:政治
38204,拒绝,法院:政治;法院:政治;性侵:色情
38205,拒绝,政府:政治
38206,拒绝,天安门:政治;派出所:政治
38207,拒绝,天安门:政治;派出所:政治;北京市公安局:政治;公安系统:政治;天安门:政治;派出所:政治
38208,通过,NA
38209,通过,NA
38210,拒绝,香港特区政府:政治;香港政府:政治
38211,拒绝,娘的:谩骂
38212,拒绝,公安机关:政治;围攻:政治
38213,通过,NA
38214,通过,NA
38215,拒绝,政治:政治
38216,拒绝,艾滋病:色情
38217,拒绝,政府:政治;政府:政治
38218,拒绝,月经:色情;乳头:色情;月经:色情;月经:色情;月经:色情
38219,拒绝,警匪:政治
38220,通过,NA
38221,拒绝,政治家:政治;政治腐败:政治;政治:政治;政治:政治;政治危机:政治;政治:政治;政治:政治
38222,拒绝,政治:政治
38223,拒绝,政治家:政治;政治家:政治
38224,拒绝,政府:政治
38225,拒绝,维吾尔:政治
38226,拒绝,人权:政治
38227,通过,NA
38228,拒绝,政治:政治;政治:政治;政治体制:政治
38229,拒绝,政治:政治;专制:政治;中央集权:政治;伊斯兰教:政治;民主:政治
38230,拒绝,政治:政治
38231,通过,NA
38232,通过,NA
38233,拒绝,中华人民共和国:政治
38234,通过,NA
38235,通过,NA
38236,通过,NA
38237,拒绝,区政府:政治
38238,拒绝,消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治;消防队:政治
38239,拒绝,政治:政治;舆论:政治;政治:政治;政府:政治;社会舆论:政治
38240,通过,NA
38241,通过,NA
38242,拒绝,书记:政治;政治:政治
38243,通过,NA
38244,通过,NA
38245,拒绝,维吾尔:政治
38246,拒绝,政府:政治
38247,通过,NA
38248,通过,NA
38249,拒绝,王全安:不良价值观
38250,通过,NA
38251,拒绝,教育部:政治;中华人民共和国:政治;中华人民共和国:政治;教育部:政治;教育部:政治
38252,通过,NA
38253,通过,NA
38254,拒绝,中国政府:政治;政府:政治;政府:政治
38255,拒绝,中国政府:政治;政府:政治
38256,通过,NA
38257,拒绝,政府:政治
38258,通过,NA
38259,拒绝,党员:政治;党员:政治;党员队伍:政治;党员队伍:政治;党员队伍:政治;党员:政治;党员:政治;党员:政治;党员:政治;党中央:政治;一党:政治
38260,拒绝,政治:政治
38261,通过,NA
38262,通过,NA
38263,通过,NA
38264,拒绝,中国共产党:政治;政府:政治
38265,拒绝,政治:政治
38266,通过,NA
38267,通过,NA
38268,拒绝,公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治;公务员:政治
38269,拒绝,中国共产党:政治;党员:政治;习近平:政治;总书记:政治;中国特色:政治;社会主义:政治;广大党员:政治;党员:政治
38270,拒绝,政府:政治
38271,拒绝,公安机关:政治
38272,拒绝,中国特色:政治;社会主义:政治;习近平:政治;汪洋:政治;中国特色:政治;王毅:政治;中国特色:政治;社会主义:政治
38273,拒绝,领导干部:政治;腐败:政治
38274,拒绝,中国政府:政治
